ticket_id,channel,plan,region,ticket_text,priority,zs_guess,zs_confidence,category
CB-6749,phone,Free,LATAM,Not sure if this is the right place but Can I schedule a report to go out every Monday morning? Thanks!,normal,how_to,0.8821,how_to
CB-6183,in-app,Enterprise,EMEA,The error message is a raw stack trace. It worked fine last week. Please advise.,urgent,bug_ui,0.61,bug_ui
CB-7264,email,Team,APAC,Queries slow down dramatically once we pass a million rows.,urgent,performance,0.8929,performance
CB-6641,chat,Business,EMEA,Raising this again: We would like usage analytics per dashboard. Can someone take a look?,normal,feature_request,0.3729,feature_request
CB-6752,chat,Enterprise,APAC,Sorry to bother you but Can I restrict a field so only managers see it?,high,how_to,0.9304,how_to
CB-6109,phone,Team,LATAM,Hey The enterprise agreement pricing does not match what sales quoted. It affects about a dozen people. Please escalate if needed.,normal,billing_plan,0.6816,billing_plan
CB-7040,chat,Business,North America,"Hi team, The webhook signature verification always fails.",normal,integrations,0.8863,integrations
CB-7181,in-app,Enterprise,LATAM,Our SAML certificate expired and nobody on the team can authenticate. Reproduced on two machines.,high,bug_ui,0.3769,login_access
CB-6892,phone,Enterprise,North America,"Morning, OAuth consent fails when our admin tries to approve it. This is urgent.",high,integrations,0.8102,integrations
CB-6506,in-app,Enterprise,LATAM,Quick one: The reconciliation report shows a gap we cannot explain. Please advise.,high,bug_ui,0.7684,data_sync
CB-6139,phone,Enterprise,North America,Following up: The annual discount we agreed in the contract was not applied.,normal,billing_plan,0.7587,billing_plan
CB-7027,email,Enterprise,APAC,The webhook signature verification always fails. It affects about a dozen people.,high,integrations,0.8592,integrations
CB-6119,chat,Team,EMEA,"Morning, We cannot tell from the invoice which team the seats belong to.",normal,billing_plan,0.8529,billing_plan
CB-6830,phone,Business,APAC,Hey Where can I find our API key? Happy to jump on a call if easier.,high,integrations,0.5351,how_to
CB-7149,in-app,Enterprise,LATAM,Our identity provider says the assertion audience does not match. Reproduced on two machines.,low,bug_ui,0.6084,login_access
CB-6500,email,Business,EMEA,"Morning, Records that were deleted upstream are still showing here. Ticket reference from last time was in the thread.",low,data_sync,0.6338,data_sync
CB-6618,email,Enterprise,LATAM,"following up: we need alerts that trigger on a rate of change, not just a level",high,feature_request,0.7903,feature_request
CB-6866,email,Enterprise,North America,"hi, how do i combine two metrics into one chart?",low,how_to,0.9808,how_to
CB-6406,email,Free,EMEA,reporting on behalf of my team: the backfill has been running for two days with no progress,normal,performance,0.9275,data_sync
CB-6227,chat,Business,EMEA,"Morning, The empty state says loading forever when there is simply no data. Ticket reference from last time was in the thread.",normal,performance,0.4989,bug_ui
CB-6404,phone,Business,North America,Changes made here are not written back upstream. This is urgent.,normal,data_sync,0.3089,data_sync
CB-6329,email,Enterprise,EMEA,Not sure if this is the right place but The required field marker is missing on two fields. Any help appreciated.,normal,bug_ui,0.7753,bug_ui
CB-7086,phone,Team,EMEA,"Hi, The domain capture feature grabbed accounts that are not ours. It affects about a dozen people. No rush on this one. Any help appreciated.",urgent,login_access,0.6808,login_access
CB-6577,email,Enterprise,APAC,"Hi, We would like a mobile widget for our key metric.",normal,feature_request,0.8076,feature_request
CB-7360,phone,Free,EMEA,Sorry to bother you but Concurrent users cause the whole workspace to slow down.,normal,performance,0.8961,performance
CB-7218,email,Business,LATAM,"Hi, The session cookie is rejected when we use the product in an iframe.",normal,integrations,0.3908,login_access
CB-6807,in-app,Free,LATAM,Hey Where do I see our usage against the plan limit? We need this resolved before month end.,urgent,billing_plan,0.6734,how_to
CB-6352,email,Enterprise,EMEA,The sync fails silently with no error and no notification. Please advise.,normal,data_sync,0.3596,data_sync
CB-6228,email,Enterprise,EMEA,pasting into the search field adds a trailing space that breaks it,urgent,feature_request,0.3471,bug_ui
CB-7237,email,Free,EMEA,"Morning, Switching between workspaces takes twenty seconds. Can someone take a look?",normal,performance,0.6091,performance
CB-6417,phone,Free,APAC,Sorry to bother you but The sync uses the wrong primary key and overwrites rows.,normal,bug_ui,0.9128,data_sync
CB-6447,email,Enterprise,LATAM,Following up: The last sync timestamp has not moved since Friday. Happens roughly half the time. Please advise.,high,performance,0.5844,data_sync
CB-6296,email,Enterprise,North America,quick one: the currency symbol is hardcoded to dollars,low,bug_ui,0.9656,bug_ui
CB-6563,email,Business,LATAM,Can you let us localise dashboard titles for different regions?,urgent,feature_request,0.5322,feature_request
CB-6962,phone,Business,LATAM,Hey Our API key stopped working with no notice. Please treat as high priority.,high,integrations,0.9349,integrations
CB-6019,chat,Team,North America,Raising this again: The cancellation still charged us for the following month. It affects about a dozen people.,normal,billing_plan,0.9705,billing_plan
CB-6609,email,Team,North America,second time asking about this we need finer control over what appears in the weekly digest,high,bug_ui,0.4084,feature_request
CB-7235,chat,Enterprise,North America,Hey The save button takes so long people click it twice. This is blocking our weekly reporting.,normal,performance,0.9531,performance
CB-6761,chat,Free,LATAM,"Hello, How do I give a contractor access that expires automatically? We are on the Team plan. Please advise.",normal,how_to,0.9717,how_to
CB-6586,in-app,Business,EMEA,A public API for dashboard creation would let us automate onboarding. This started yesterday.,urgent,integrations,0.9178,feature_request
CB-6748,in-app,Team,LATAM,hey can i set a metric to alert me when it drops?,normal,how_to,0.572,how_to
CB-6258,email,Business,LATAM,Reporting on behalf of my team: Deleting one widget scrambled the whole dashboard layout.,urgent,bug_ui,0.9364,bug_ui
CB-7160,chat,Business,LATAM,"morning, i get a 403 immediately after authenticating successfully",urgent,login_access,0.8119,login_access
CB-6176,email,Team,North America,"Hello, The timezone shown in the header disagrees with the rows. I have cleared cache and tried incognito. Fairly low priority.",normal,bug_ui,0.984,bug_ui
CB-6177,phone,Business,LATAM,Second time asking about this. Long labels are cut off with no tooltip to read them. Please treat as high priority. Happy to jump on a call if easier.,normal,bug_ui,0.6454,bug_ui
CB-6578,chat,Free,EMEA,"hello, we want a sandbox environment to test changes safely",normal,how_to,0.5679,feature_request
CB-7198,email,Free,EMEA,Second time asking about this. The audit log does not show who removed a user's access.,low,login_access,0.6644,login_access
CB-7281,email,Free,North America,Reporting on behalf of my team: Our overnight batch now overruns into working hours.,high,bug_ui,0.7514,performance
CB-6520,email,Free,EMEA,Following up: Boolean fields arrive as one and zero instead of true and false. Please treat as high priority.,low,performance,0.4435,data_sync
CB-7182,phone,Enterprise,North America,Sessions keep dropping on Safari but not on Chrome. We are on the Team plan. Happy to jump on a call if easier.,low,performance,0.8817,login_access
CB-6926,chat,Team,EMEA,Second time asking about this. The connector duplicates our accounts as separate records. No rush on this one. Can someone take a look?,urgent,integrations,0.5663,integrations
CB-6350,in-app,Enterprise,North America,Sorry to bother you but The back button takes me out of the app entirely.,high,performance,0.2186,bug_ui
CB-7125,phone,Business,North America,"Hello, I replaced my phone and lost the 2FA device, now I am locked out. Happens roughly half the time.",low,login_access,0.903,login_access
CB-6488,in-app,Enterprise,APAC,Sorry to bother you but New columns we added upstream never appear here.,normal,bug_ui,0.6013,data_sync
CB-7155,chat,Business,APAC,"Hey I need to transfer the owner role, the previous owner has left. Nothing changed on our side. Not blocking but annoying.",normal,how_to,0.4685,login_access
CB-7041,chat,Free,North America,"Hi, The connector reset all of our field mappings after an upgrade. Any help appreciated.",urgent,integrations,0.4855,integrations
CB-7278,chat,Team,APAC,second time asking about this the search box hangs for several seconds on every keystroke,low,performance,0.9644,performance
CB-7363,in-app,Free,North America,"Hello, The table only renders after every image has loaded. It worked fine last week. Please advise.",low,bug_ui,0.5926,performance
CB-6576,chat,Enterprise,APAC,Can you add a way to snooze a notification?,high,feature_request,0.8441,feature_request
CB-7334,phone,Business,North America,"Morning, The mobile app takes fifteen seconds to open a saved view. Thanks in advance.",low,performance,0.9579,performance
CB-6803,phone,Free,EMEA,Following up: Can I see the history of a metric definition? Nothing changed on our side.,normal,bug_ui,0.5373,how_to
CB-6253,in-app,Business,EMEA,Not sure if this is the right place but The avatar initials show the wrong user. It affects about a dozen people.,normal,login_access,0.2861,bug_ui
CB-6550,phone,Team,APAC,Can you add an option to require a reason when data is deleted? This started yesterday. Please escalate if needed.,normal,feature_request,0.9606,feature_request
CB-7213,in-app,Business,North America,Following up: The audit log does not show who removed a user's access. No rush on this one. Can someone take a look?,urgent,login_access,0.6226,login_access
CB-7005,in-app,Team,LATAM,"morning, the teams app will not install in our tenant",normal,performance,0.644,integrations
CB-7249,in-app,Business,LATAM,loading a shared link is slower than opening it from inside the app,low,performance,0.895,performance
CB-6676,phone,Business,LATAM,A public API for dashboard creation would let us automate onboarding.,normal,integrations,0.8005,feature_request
CB-7226,phone,Free,EMEA,"Morning, Loading times got noticeably worse after last week's release. Nothing changed on our side. No rush on this one.",normal,performance,0.892,performance
CB-6442,chat,Enterprise,EMEA,"hi, historical data was overwritten by the most recent import",normal,data_sync,0.4868,data_sync
CB-6579,email,Free,EMEA,Not sure if this is the right place but Can you support exporting to PDF as well as CSV? We need this resolved before month end.,normal,feature_request,0.6814,feature_request
CB-6193,phone,Free,LATAM,Hey The form loses everything I typed if validation fails. I have cleared cache and tried incognito.,urgent,performance,0.2686,bug_ui
CB-7172,in-app,Enterprise,LATAM,Too many failed attempts and now the account is locked. Any help appreciated.,high,login_access,0.9602,login_access
CB-7145,phone,Free,APAC,Not sure if this is the right place but The magic link always lands on a token invalid page.,urgent,login_access,0.2819,login_access
CB-6720,phone,Enterprise,EMEA,Following up: Can I set a metric to alert me when it drops? Please escalate if needed.,high,feature_request,0.3007,how_to
CB-7326,phone,Team,APAC,Loading times got noticeably worse after last week's release. This started yesterday. Happy to jump on a call if easier.,normal,performance,0.9098,performance
CB-7014,phone,Business,EMEA,"Hi, The Zapier trigger fires twice for one event.",low,integrations,0.6569,integrations
CB-6826,phone,Business,APAC,How do I archive a workspace without deleting it? We need this resolved before month end.,high,how_to,0.9855,how_to
CB-7260,chat,Business,LATAM,The initial bundle download is enormous on our connection. Please treat as high priority.,normal,performance,0.5002,performance
CB-6675,chat,Free,LATAM,"Hi team, Please let us set a company-wide default chart style. Happy to jump on a call if easier.",high,how_to,0.9191,feature_request
CB-6358,chat,Business,EMEA,Reporting on behalf of my team: The schedule says hourly but it runs about once a day. This is blocking our weekly reporting. Please advise.,low,bug_ui,0.7158,data_sync
CB-7212,phone,Business,North America,raising this again: the sign-in page shows a blank screen on our locked-down browsers,urgent,login_access,0.9588,login_access
CB-6808,in-app,Enterprise,APAC,Not sure if this is the right place but What is the difference between a view and a saved filter?,low,bug_ui,0.4245,how_to
CB-6042,phone,Enterprise,APAC,raising this again: our billing contact cannot access the billing settings page,urgent,billing_plan,0.3019,billing_plan
CB-6320,in-app,Free,North America,"hello, the percentage column shows values above one hundred",low,bug_ui,0.9451,bug_ui
CB-6455,in-app,Team,EMEA,Second time asking about this. The sync completes but half the fields are empty. Can someone take a look?,normal,bug_ui,0.4115,data_sync
CB-6932,chat,Business,APAC,Quick one: Our Snowflake connection times out on larger queries. I have cleared cache and tried incognito.,urgent,performance,0.8464,integrations
CB-6224,phone,Team,APAC,Not sure if this is the right place but The sort arrow points the opposite way to the actual sort. Thanks in advance.,normal,bug_ui,0.8626,bug_ui
CB-7356,in-app,Free,APAC,Sorry to bother you but Performance degrades steadily until we reload the page. Please treat as high priority.,urgent,performance,0.9225,performance
CB-6428,chat,Business,APAC,"Hi, The reconciliation report shows a gap we cannot explain. Screenshot attached.",normal,bug_ui,0.8703,data_sync
CB-6919,phone,Business,EMEA,reporting on behalf of my team: the integration works in sandbox but not in production,low,integrations,0.5583,integrations
CB-6745,phone,Team,North America,Sorry to bother you but What is the difference between a view and a saved filter? Fairly low priority. Screenshot attached.,high,bug_ui,0.5989,how_to
CB-6124,email,Team,APAC,Sorry to bother you but The enterprise agreement pricing does not match what sales quoted. It worked fine last week. Not blocking but annoying.,high,billing_plan,0.8696,billing_plan
CB-7266,in-app,Team,APAC,"Hi, The scheduled report never finishes for our biggest region.",normal,performance,0.5404,performance
CB-6709,email,Business,EMEA,"Hello, Can I schedule a report to go out every Monday morning? It affects about a dozen people.",urgent,how_to,0.9731,how_to
CB-6535,phone,Enterprise,North America,Please let us set a company-wide default chart style. Can someone take a look?,low,how_to,0.8568,feature_request
CB-6885,chat,Team,APAC,Sorry to bother you but The connector duplicates our accounts as separate records. Happens roughly half the time.,urgent,integrations,0.3425,integrations
CB-7127,email,Enterprise,North America,The 2FA QR code will not scan and there is no manual key. Fairly low priority. We need this resolved before month end.,high,login_access,0.9223,login_access
CB-7211,in-app,Enterprise,APAC,Our IP allowlist is blocking our own office after the ISP changed our range. I have cleared cache and tried incognito. Thanks in advance.,high,bug_ui,0.8481,login_access
CB-6402,in-app,Business,LATAM,"Morning, The schedule says hourly but it runs about once a day. It worked fine last week.",low,bug_ui,0.9562,data_sync
CB-6172,in-app,Business,APAC,"Hi team, The discount code from the conference does not work.",normal,bug_ui,0.2989,billing_plan
CB-6449,phone,Free,LATAM,Raising this again: Numbers are rounded to whole units and we need two decimals. Any help appreciated.,normal,bug_ui,0.8166,data_sync
CB-6103,email,Enterprise,North America,"Morning, We want to downgrade but keep the historical data. Screenshot attached.",urgent,bug_ui,0.5642,billing_plan
CB-6588,chat,Free,APAC,Hey Can you support single sign-on for our smaller subsidiary too? Thanks in advance.,normal,login_access,0.7427,feature_request
CB-6154,phone,Free,APAC,following up: the proration on our upgrade looks wrong,normal,bug_ui,0.7169,billing_plan
CB-6669,email,Business,APAC,"hello, can you support exporting to pdf as well as csv?",urgent,feature_request,0.9057,feature_request
CB-6840,chat,Team,LATAM,Raising this again: How do I find views that nobody has opened in six months?,low,performance,0.7767,how_to
CB-6738,in-app,Business,EMEA,raising this again: how do i give someone view-only access without using a full seat?,normal,how_to,0.9018,how_to
CB-6831,in-app,Team,EMEA,Raising this again: Where do I manage notification preferences for the whole org? Thanks in advance.,high,how_to,0.9536,how_to
CB-6948,email,Business,EMEA,Not sure if this is the right place but The webhook payload changed and broke our parser. Any help appreciated.,normal,integrations,0.8844,integrations
CB-6464,phone,Team,EMEA,Sorry to bother you but A renamed field upstream broke the mapping without warning. Reproduced on two machines. No rush on this one. Thanks!,low,bug_ui,0.8043,data_sync
CB-6714,in-app,Business,LATAM,"Hi, How do I duplicate a dashboard into another workspace? We need this resolved before month end.",low,how_to,0.9801,how_to
CB-6774,phone,Enterprise,EMEA,quick one: what is the best way to structure folders for a large team?,high,how_to,0.8246,how_to
CB-6938,email,Team,LATAM,Hey The API returns a different shape than the docs describe.,normal,integrations,0.8258,integrations
CB-7347,email,Enterprise,North America,"hello, the api takes four seconds for a request that used to take one",urgent,performance,0.5994,performance
CB-7284,email,Business,LATAM,Reporting on behalf of my team: Charts render one at a time instead of together. Please advise.,normal,bug_ui,0.7213,performance
CB-6686,phone,Free,North America,Not sure if this is the right place but Can you support exporting to PDF as well as CSV?,urgent,feature_request,0.7078,feature_request
CB-6920,email,Team,North America,Quick one: The HubSpot integration maps our fields to the wrong ones.,high,bug_ui,0.5876,integrations
CB-6976,phone,Business,North America,Sorry to bother you but OAuth consent fails when our admin tries to approve it. Thanks!,high,integrations,0.8559,integrations
CB-6863,in-app,Enterprise,LATAM,Following up: How do I give someone view-only access without using a full seat? We need this resolved before month end.,high,how_to,0.6616,how_to
CB-6303,in-app,Business,North America,second time asking about this the modal opens behind the page overlay so i cannot click it,low,feature_request,0.317,bug_ui
CB-6890,phone,Team,APAC,Sorry to bother you but Rate limits are much lower than the documentation says. No rush on this one.,low,bug_ui,0.6453,integrations
CB-6989,email,Enterprise,EMEA,Pagination in the API skips the last page. We need this resolved before month end.,urgent,integrations,0.7594,integrations
CB-6436,phone,Business,LATAM,"hello, our totals here are consistently three percent below source",normal,bug_ui,0.9217,data_sync
CB-6217,phone,Team,North America,Hey The success toast disappears before it can be read.,normal,bug_ui,0.3586,bug_ui
CB-6861,in-app,Business,LATAM,Raising this again: Is there a way to bulk edit records? This is blocking our weekly reporting. Thanks!,high,how_to,0.5524,how_to
CB-7070,chat,Team,North America,"Hi team, Our SAML certificate expired and nobody on the team can authenticate. It worked fine last week. No rush on this one. Ticket reference from last time was in the thread.",high,performance,0.3435,login_access
CB-7101,chat,Business,LATAM,Two people share a login and we need to split it into separate accounts.,high,login_access,0.7741,login_access
CB-6276,chat,Free,EMEA,Hey The notification badge never clears.,high,performance,0.8608,bug_ui
CB-6170,chat,Business,LATAM,raising this again: the plan comparison page and the checkout page show different prices,normal,bug_ui,0.5552,billing_plan
CB-6671,chat,Business,LATAM,Not sure if this is the right place but Can you let us localise dashboard titles for different regions? This is blocking our weekly reporting. No rush on this one. Ticket reference from last time was in the thread.,low,how_to,0.4133,feature_request
CB-6125,chat,Enterprise,EMEA,I need invoices for the last twelve months in one download. Thanks in advance.,normal,billing_plan,0.9776,billing_plan
CB-6999,email,Enterprise,EMEA,OAuth consent fails when our admin tries to approve it. Happy to jump on a call if easier.,low,integrations,0.8444,integrations
CB-7190,chat,Enterprise,EMEA,Hey Our IP allowlist is blocking our own office after the ISP changed our range.,low,bug_ui,0.9448,login_access
CB-7098,in-app,Team,LATAM,The audit log does not show who removed a user's access. Can someone take a look?,urgent,login_access,0.6577,login_access
CB-7146,phone,Business,EMEA,"Reporting on behalf of my team: I cannot sign in, it says my password is wrong but I never changed it.",high,login_access,0.9911,login_access
CB-6194,phone,Free,APAC,Raising this again: The undo button undoes more than the last action. Please treat as high priority. Please advise.,high,how_to,0.3915,bug_ui
CB-6379,phone,Team,LATAM,"morning, timestamps are coming through seven hours off",normal,bug_ui,0.8219,data_sync
CB-6713,in-app,Team,APAC,Can I download the raw data behind a chart? Please advise.,normal,bug_ui,0.304,how_to
CB-6098,chat,Enterprise,North America,Second time asking about this. The subscription shows as past due but the payment cleared.,low,billing_plan,0.9526,billing_plan
CB-7124,email,Business,EMEA,"Morning, The magic link always lands on a token invalid page. I have cleared cache and tried incognito. Screenshot attached.",urgent,login_access,0.3992,login_access
CB-7019,email,Team,North America,the callback url cannot be changed once it is set,high,integrations,0.7547,integrations
CB-6812,chat,Free,APAC,Following up: How can I see who changed a dashboard and when? Our admin has already tried the usual steps.,high,how_to,0.6626,how_to
CB-7274,chat,Enterprise,North America,Hey The bulk import processes about one record per second.,urgent,performance,0.3372,performance
CB-6887,chat,Free,LATAM,Raising this again: The Salesforce connector disconnects every few hours.,normal,integrations,0.5422,integrations
CB-6838,phone,Free,LATAM,Reporting on behalf of my team: How do I combine two metrics into one chart? Screenshot attached.,urgent,how_to,0.7355,how_to
CB-7262,in-app,Enterprise,North America,Duplicating a large dashboard takes several minutes.,normal,performance,0.6094,performance
CB-6190,chat,Team,APAC,"Hi team, The icon for archive and the icon for delete are identical.",urgent,bug_ui,0.3047,bug_ui
CB-6903,chat,Enterprise,North America,Second time asking about this. The connector reset all of our field mappings after an upgrade.,high,integrations,0.6157,integrations
CB-6687,phone,Business,LATAM,"Hi, Please add a bulk export of every view definition. Can someone take a look?",normal,feature_request,0.526,feature_request
CB-6998,email,Business,North America,Sorry to bother you but Our Snowflake connection times out on larger queries. Please advise.,normal,performance,0.917,integrations
CB-6298,email,Free,North America,quick one: the row hover highlight lags one row behind the cursor,normal,bug_ui,0.5685,bug_ui
CB-7045,in-app,Enterprise,North America,The webhook returns a 500 and we cannot see why. I have cleared cache and tried incognito. This is urgent.,normal,integrations,0.8492,integrations
CB-6096,phone,Free,APAC,Not sure if this is the right place but We are being billed for a sandbox account we never use. I have cleared cache and tried incognito. No rush on this one. Screenshot attached.,low,billing_plan,0.9296,billing_plan
CB-7066,phone,Team,LATAM,Second time asking about this. MFA is enforced for admins but not for regular users and we need both. Ticket reference from last time was in the thread.,low,login_access,0.3996,login_access
CB-6637,in-app,Free,APAC,"hi team, we would like a mobile widget for our key metric",high,feature_request,0.6809,feature_request
CB-6656,in-app,Team,APAC,Quick one: We would like usage analytics per dashboard. This is blocking our weekly reporting.,urgent,bug_ui,0.5,feature_request
CB-7022,email,Team,LATAM,Not sure if this is the right place but The Salesforce connector disconnects every few hours.,low,performance,0.4641,integrations
CB-6376,email,Free,EMEA,Quick one: The incremental sync misses records that were updated in bulk. Fairly low priority. Let me know.,normal,bug_ui,0.6364,data_sync
CB-6413,email,Business,North America,Quick one: The sync started applying a transformation we never configured. Our admin has already tried the usual steps. Can someone take a look?,low,how_to,0.5294,data_sync
CB-6851,chat,Team,North America,Sorry to bother you but What is the difference between a view and a saved filter? Happy to jump on a call if easier.,urgent,how_to,0.6297,how_to
CB-6377,phone,Free,APAC,Boolean fields arrive as one and zero instead of true and false. Please treat as high priority.,normal,bug_ui,0.5298,data_sync
CB-7068,email,Free,LATAM,the sign-in page shows a blank screen on our locked-down browsers,low,login_access,0.9745,login_access
CB-7276,chat,Business,APAC,Not sure if this is the right place but The app pegs one CPU core continuously in the background.,normal,performance,0.7822,performance
CB-6281,phone,Team,LATAM,"hi team, the column widths reset every time i open the view",high,bug_ui,0.8759,bug_ui
CB-7223,chat,Free,EMEA,Our SAML certificate expired and nobody on the team can authenticate. Ticket reference from last time was in the thread.,low,integrations,0.2889,login_access
CB-7075,phone,Free,APAC,hey the sso config was changed by accident and now nobody can get in,high,login_access,0.4614,login_access
CB-6906,chat,Business,EMEA,Not sure if this is the right place but The integration was disabled automatically and nobody was told. Please advise.,normal,integrations,0.4375,integrations
CB-6879,chat,Business,EMEA,Not sure if this is the right place but The SFTP drop stopped accepting our key. Nothing changed on our side. Thanks in advance.,low,bug_ui,0.2714,integrations
CB-6511,in-app,Free,North America,Following up: The sync started applying a transformation we never configured. Fairly low priority.,normal,bug_ui,0.3778,data_sync
CB-6004,email,Enterprise,LATAM,"Hello, The enterprise agreement pricing does not match what sales quoted.",normal,billing_plan,0.7271,billing_plan
CB-6722,chat,Free,EMEA,Sorry to bother you but How do I archive a workspace without deleting it? Can someone take a look?,low,how_to,0.9872,how_to
CB-7350,chat,Enterprise,North America,Quick one: Filtering by date range on a year of data never returns.,normal,bug_ui,0.6979,performance
CB-6411,chat,Enterprise,APAC,second time asking about this the incremental sync misses records that were updated in bulk,low,bug_ui,0.5214,data_sync
CB-6382,in-app,Free,LATAM,"Hi, The sync skipped an entire month of records.",normal,bug_ui,0.4959,data_sync
CB-6978,phone,Team,EMEA,Sorry to bother you but The integration marketplace listing says available but the button does nothing.,normal,integrations,0.7778,integrations
CB-7002,phone,Team,APAC,Hey The connector reset all of our field mappings after an upgrade. Can someone take a look?,low,bug_ui,0.4235,integrations
CB-6689,chat,Free,APAC,Please add support for importing from a spreadsheet template. Our admin has already tried the usual steps. Thanks!,normal,data_sync,0.7862,feature_request
CB-7364,phone,Free,LATAM,"Morning, Switching between workspaces takes twenty seconds. Thanks!",normal,performance,0.5168,performance
CB-6610,phone,Business,EMEA,Not sure if this is the right place but Please support custom colour palettes for accessibility.,normal,feature_request,0.7146,feature_request
CB-7140,email,Free,LATAM,Not sure if this is the right place but We are getting rate limited on the sign-in endpoint during standup. Any help appreciated.,normal,login_access,0.4119,login_access
CB-7012,email,Free,North America,Quick one: The webhook retries flood our endpoint after one failure. No rush on this one.,low,integrations,0.9475,integrations
CB-6668,chat,Business,North America,"Hello, We would like row-level permissions. This started yesterday.",normal,login_access,0.3473,feature_request
CB-6772,in-app,Enterprise,LATAM,"hi team, how do i set up a recurring data refresh?",normal,how_to,0.9768,how_to
CB-6360,in-app,Business,EMEA,Sorry to bother you but The row counts do not match our warehouse.,urgent,bug_ui,0.989,data_sync
CB-6234,phone,Enterprise,EMEA,the undo button undoes more than the last action,high,login_access,0.2431,bug_ui
CB-7222,email,Enterprise,APAC,second time asking about this someone who left the company still has an active account,low,login_access,0.8826,login_access
CB-6581,phone,Team,APAC,"Raising this again: Please allow scheduling at a specific minute, not just the hour.",high,how_to,0.6399,feature_request
CB-6033,in-app,Team,North America,We need to move billing to a different legal entity. We need this resolved before month end.,normal,billing_plan,0.9119,billing_plan
CB-6388,chat,Business,LATAM,Sorry to bother you but A renamed field upstream broke the mapping without warning. Let me know.,urgent,bug_ui,0.6762,data_sync
CB-7342,chat,Free,North America,"Morning, Performance degrades steadily until we reload the page. Thanks in advance.",normal,performance,0.9177,performance
CB-7261,phone,Business,North America,Not sure if this is the right place but Large reports fail with a gateway timeout. Let me know.,urgent,performance,0.7824,performance
CB-6655,chat,Enterprise,North America,"Hi team, We need alerts that trigger on a rate of change, not just a level. Nothing changed on our side.",normal,feature_request,0.3525,feature_request
CB-6857,chat,Business,EMEA,"Hi, How do I set a default filter for everyone on my team?",high,how_to,0.9892,how_to
CB-6575,chat,Enterprise,APAC,Sorry to bother you but Please add support for our region's date format.,urgent,feature_request,0.8632,feature_request
CB-6438,chat,Team,North America,The incremental sync misses records that were updated in bulk.,low,bug_ui,0.8039,data_sync
CB-6633,chat,Free,North America,"Morning, Please allow more than ten widgets on one dashboard.",high,how_to,0.9179,feature_request
CB-6584,in-app,Enterprise,LATAM,We want a way to flag a metric as deprecated.,high,bug_ui,0.3189,feature_request
CB-7000,phone,Business,EMEA,Our Okta app assignment does not propagate to your side. Only happens for our EMEA users. Please escalate if needed.,low,bug_ui,0.2606,integrations
CB-6730,chat,Enterprise,APAC,"Morning, How do I set a default filter for everyone on my team? Not blocking but annoying.",urgent,how_to,0.9891,how_to
CB-7123,email,Free,EMEA,Second time asking about this. Sessions keep dropping on Safari but not on Chrome. I have cleared cache and tried incognito. Please advise.,high,performance,0.8637,login_access
CB-7093,chat,Free,EMEA,"I need to transfer the owner role, the previous owner has left. We are on the Team plan. Fairly low priority. Let me know.",high,how_to,0.4525,login_access
CB-6305,chat,Enterprise,EMEA,Reporting on behalf of my team: The column widths reset every time I open the view. Let me know.,normal,bug_ui,0.9277,bug_ui
CB-6762,in-app,Team,EMEA,How do I combine two metrics into one chart? Fairly low priority.,normal,how_to,0.9221,how_to
CB-6290,chat,Team,North America,"hi team, the save confirmation appears even when the save failed",normal,integrations,0.441,bug_ui
CB-6816,phone,Business,North America,Quick one: How do I add a calculated field? This started yesterday. Let me know.,urgent,how_to,0.9455,how_to
CB-6398,chat,Business,North America,Not sure if this is the right place but The sync fails silently with no error and no notification. Screenshot attached.,normal,bug_ui,0.3853,data_sync
CB-6852,phone,Business,EMEA,Hey What is the right way to share a dashboard outside the company?,high,how_to,0.9186,how_to
CB-7275,in-app,Team,APAC,"Morning, Exporting anything over ten thousand rows just times out. Not blocking but annoying. Please advise.",urgent,performance,0.5977,performance
CB-7191,in-app,Enterprise,LATAM,not sure if this is the right place but desktop sign-in works but the mobile app rejects the same password,urgent,login_access,0.8999,login_access
CB-7393,in-app,Free,North America,The scheduled report never finishes for our biggest region. Thanks in advance.,low,performance,0.6051,performance
CB-6415,email,Business,North America,Raising this again: Records that were deleted upstream are still showing here.,low,bug_ui,0.7713,data_sync
CB-6071,email,Team,LATAM,Hey The receipt shows a currency we do not use. This is blocking our weekly reporting. This is urgent.,low,billing_plan,0.6475,billing_plan
CB-7185,chat,Business,APAC,Not sure if this is the right place but The teammate invite link expires the instant they click it. Any help appreciated.,normal,integrations,0.3209,login_access
CB-6672,chat,Team,LATAM,A way to bookmark frequently used filters would save us time. Happens roughly half the time. Please advise.,high,how_to,0.9206,feature_request
CB-6705,phone,Free,LATAM,Hey What is the difference between a view and a saved filter? This is blocking our weekly reporting.,normal,bug_ui,0.7682,how_to
CB-6249,phone,Free,North America,The currency symbol is hardcoded to dollars. I have cleared cache and tried incognito.,normal,bug_ui,0.9704,bug_ui
CB-7396,phone,Business,APAC,the app is much slower in firefox than in chrome,high,performance,0.917,performance
CB-7247,in-app,Enterprise,EMEA,"Morning, Exporting anything over ten thousand rows just times out. Nothing changed on our side. Can someone take a look?",high,performance,0.5744,performance
CB-6422,chat,Enterprise,LATAM,"Morning, Our totals here are consistently three percent below source.",normal,bug_ui,0.9475,data_sync
CB-6570,chat,Free,LATAM,"hi team, a way to bookmark frequently used filters would save us time",low,how_to,0.5855,feature_request
